ExptGroup,Expt,Strain,Media,Bact,Light,Temp,Rep,Bact.short,Growth.Rate,Fv.Fm,P.est,a.est,Pmax,Pmax.err,Pmax.p,a,a.err,a.p,Ek,P_I,P_I.C,FSC.mean,FSC.stdev,REDF.mean,REDF.stdev,REDF.samedayaschl,chl.percell,TotC.perday,Base.Bact,Best.fit,Best.a,Best.g,Max.Rate.Scaled,Max.YellowF.Scaled,graz.rate.C,prop.C.phot,prop.C.het,Bact.short.2,Active.Chl,C.perOch,C.perOch.se,C.perOch.sd,N.perOch,N.perOch.se,N.perOch.sd,chl.to.C,P_I.perC,P_I.percell,attack.per.C,graz.per.C,Strain.Bact.Light,C.from.grazing,attack.per.C.scaled,C.from.grazing.perCperday,CUE,C.eff.phot,C.eff.phag,N.from.grazing.perCperday,N.from.grazing.perNperday,N.deficit,TotalNinOch.pgNpermL,TotalNinOch.molperL
Photoacc,2,1148,fswK,Rice,25,24,A,R,0.607,0.524,177.350033,1.73501455,167.332257,2.6025719,0,1.87051605,0.09118029,7.26E-09,89.4578034,45.5823928,0.78774488,9170.39189,164.908378,14321.046,2274.20623,12698.9384,0.43435381,10.116602,18053333.3,TypeI,5.19E-07,224.86891,8.98379305,1945.67494,22.486891,0.15468876,0.84531124,R,0.2276014,52.1173333,4.5739809,11.2039193,7.4635,0.92088837,2.25570661,8.33415262,0.07878223,4.1059199,9.96E-09,4.31466646,1148.R.25,0.49014451,0.23899918,0.49014451,1.06727274,7.70732152,1.23881833,0.04852916,0.33887725,-0.4419018,1492700,0.00010655
Photoacc,2,1148,fswK,Rice,25,24,B,R,0.636,0.531,238.124738,1.79790491,218.566854,6.73415684,2.13E-10,1.71118132,0.12970753,4.10E-07,128.050657,42.2053662,0.72938385,8895.82224,277.696849,14040.3561,1760.34998,12952.5012,0.42731333,12.686903,18053333.3,TypeI,5.77E-07,249.843892,9.80749613,1458198.93,24.9843892,0.1756713,0.8243287,R,0.22690338,52.1173333,4.5739809,11.2039193,7.4635,0.92088837,2.25570661,8.19906355,0.07176317,3.74010531,1.11E-08,4.79387328,1148.R.25,0.54458222,0.26570815,0.54458222,1.03266773,8.86917282,1.16874913,0.05391903,0.37651453,-0.4084425,1492700,0.00010655
Photoacc,2,1148,fswK,Rice,25,24,C,R,0.608,0.5285,255.019999,1.9307408,235.137432,8.71380948,1.39E-09,1.5843287,0.13415038,1.60E-06,148.6173,39.218697,0.67776889,8803.941,236.713136,13524.0572,1386.54405,12708.5596,0.41436311,11.7278421,18053333.3,TypeI,5.31E-07,230.253936,NA,1983.04831,23.0253936,0.17672807,0.82327193,R,0.21899091,52.1173333,4.5739809,11.2039193,7.4635,0.92088837,2.25570661,7.95058165,0.06466388,3.37010915,1.02E-08,4.4179915,1148.R.25,0.50188219,0.24452517,0.50188219,1.07399914,9.40973493,1.21237615,0.04969131,0.34699248,-0.4297295,1492700,0.00010655
Photoacc,2,1150,fswK,Xenic,25,24,A,X,0.31166,0.491,369.831706,2.44502974,341.056482,9.95E+00,7.57E-11,2.34822228,1.60E-01,1.38E-07,145.240289,58.132566,1.00463422,7870.30229,326.870243,9252.49041,799.562394,8894.04442,0.26958249,4.03935741,487142.857,TypeII,9.31E-07,10.8809439,0.38545895,17363.3731,1.08809439,0.7564505,0.2435495,X,0.132365,14.611,1.05714802,2.58947323,1.72083333,0.22978634,0.56285928,18.4506531,0.22243389,3.24998156,6.37E-08,0.74470905,1150.X.25,0.08459867,1.52925878,0.08459867,1.01507149,1.40113542,3.68398222,0.00837611,0.07111862,-0.771807,344166.667,2.46E-05
Photoacc,2,1150,fswK,Xenic,25,24,B,X,0.31419,0.51,364.752811,2.38184912,341.236103,8.59E+00,2.01E-11,2.29580748,1.33E-01,3.28E-08,148.634459,56.8599958,0.98264194,7822.51043,433.900418,9481.98707,659.251447,9213.92937,0.28211022,4.32492593,487142.857,TypeII,1.10E-06,12.8594748,0.61325832,13256.9609,1.28594748,0.73528541,0.26471459,X,0.14387621,14.611,1.05714802,2.58947323,1.72083333,0.22978634,0.56285928,19.3080709,0.22767504,3.32656005,7.53E-08,0.88012284,1150.X.25,0.09998163,1.80685785,0.09998163,0.95890006,1.37999315,3.14247736,0.00989917,0.08405043,-0.7324853,344166.667,2.46E-05
Photoacc,2,1150,fswK,Xenic,25,24,C,X,0.30046,0.52,341.77222,2.22657045,329.678881,7.00E+00,4.41E-12,2.15964974,1.03E-01,6.19E-09,152.653866,53.5136783,0.92481161,7801.61598,434.214364,9704.91702,472.606582,9614.19944,0.29427949,4.6556286,487142.857,TypeII,1.70E-06,19.8650031,0.42771653,52.1900857,1.98650031,0.62581124,0.37418876,X,0.15302534,14.611,1.05714802,2.58947323,1.72083333,0.22978634,0.56285928,20.140955,0.22351907,3.26583712,1.16E-07,1.3595923,1150.X.25,0.15444918,2.79241667,0.15444918,0.7949345,1.34422536,1.94536481,0.015292,0.12983906,-0.5678657,344166.667,2.46E-05
Photoacc,2,1150,fswK,Rice,25,24,A,R,0.45697,0.47,548.664913,3.02585055,528.613781,1.18E+01,0,2.83614352,1.20E-01,3.76E-09,183.59705,70.4625605,1.21771847,8682.34406,681.033556,13450.4012,937.308363,12727.002,0.4180933,95.105411,13516666.7,TypeI,6.71E-07,217.574161,8.98423938,1323.10932,21.7574161,0.19984419,0.80015581,R,0.19650385,31.9946667,2.35804714,5.77601228,4.1745,0.18622222,0.45614943,13.0675936,0.1909518,6.10943922,2.10E-08,6.80032592,1150.R.25,0.7725145,0.50333389,0.7725145,0.47429786,2.39311699,0.59153582,0.07648658,0.58621697,0.2828347,834900,5.96E-05
Photoacc,2,1150,fswK,Rice,25,24,B,R,0.51812,0.517,483.110125,2.59363455,467.042179,1.08E+01,0,2.44458315,1.06E-01,6.34E-09,189.800075,60.7522975,1.04990784,8989.64767,933.965316,14744.6892,3044.60936,13166.8856,0.45473153,105.909064,13516666.7,TypeI,7.56E-07,245.176798,10.282813,1342.11561,24.5176798,0.16546449,0.83453551,R,0.2350962,31.9946667,2.35804714,5.77601228,4.1745,0.18622222,0.45614943,14.2127292,0.17906467,5.72911443,2.36E-08,7.6630521,1150.R.25,0.87051987,0.56709452,0.87051987,0.49364294,2.89347977,0.59518458,0.08619009,0.66058763,0.27497034,834900,5.96E-05
Photoacc,2,1150,fswK,Rice,25,24,C,R,0.56122,0.523,503.214026,2.59794151,490.588109,1.07E+01,0,2.46833253,9.89E-02,5.06E-09,197.204187,61.3685842,1.06055837,9006.02356,880.632413,14442.1911,2075.03267,13307.5363,0.44616853,96.6690092,13516666.7,TypeII,5.23E-07,169.688338,9.38556541,1404.21169,16.9688338,0.24219759,0.75780241,R,0.23334614,31.9946667,2.35804714,5.77601228,4.1745,0.18622222,0.45614943,13.9450906,0.17747499,5.67825319,1.63E-08,5.30364451,1150.R.25,0.60249204,0.39231539,0.60249204,0.71954323,3.16224836,0.93149778,0.05965268,0.45719668,-0.1853521,834900,5.96E-05
Photoacc,2,1148,fswK,Xenic,50,24,A,X,0.508,0.532,245.292859,2.14242711,226.15338,5.20363965,9.03E-12,2.23603896,0.15044519,1.22E-07,101.140178,103.504232,1.78873736,7942.79517,428.63604,9429.27469,1344.78903,8018.58251,0.3662574,6.84502373,1157916.67,TypeII,6.83E-07,18.9930631,0.78090988,113.969383,1.89930631,0.76982453,0.23017547,X,0.19484894,21.5613333,1.77988482,4.35980961,1.39083333,0.27868051,0.68262506,16.9867696,0.36461843,7.86165959,3.17E-08,0.88088537,1148.X.50,0.10006825,0.76024983,0.10006825,1.09359708,1.39373096,5.07833402,0.00990775,0.15359443,-0.6977559,278166.667,1.99E-05
Photoacc,2,1148,fswK,Xenic,50,24,B,X,0.512,0.54,239.438445,1.96964701,218.537214,6.80223786,1.35E-10,1.93760385,0.16575175,9.62E-07,112.787356,90.9958525,1.5725703,8100.50162,481.773331,9128.09148,1173.46703,8278.51453,0.34530416,7.21269527,1157916.67,TypeII,7.76E-07,21.5529886,1.20654114,113.234765,2.15529886,0.75686827,0.24313173,X,0.18646425,21.5613333,1.77988482,4.35980961,1.39083333,0.27868051,0.68262506,16.0149725,0.30221604,6.51618082,3.60E-08,0.99961298,1148.X.50,0.11355566,0.86376847,0.11355566,1.23134883,1.69401994,4.50844976,0.01124313,0.17429621,-0.6595511,278166.667,1.99E-05
Photoacc,2,1148,fswK,Xenic,50,24,C,X,0.429,0.547,245.890313,2.00240128,228.208293,6.39919823,5.30E-11,1.94515068,0.14648946,3.24E-07,117.321653,91.7677872,1.58591071,7920.51645,565.306303,9056.15559,1324.23345,8214.41012,0.3402996,9.29075909,1157916.67,TypeI,1.01E-06,27.9706784,1.40496664,NA,2.79706784,0.69610674,0.30389326,X,0.18614388,21.5613333,1.77988482,4.35980961,1.39083333,0.27868051,0.68262506,15.7828643,0.30036256,6.47621732,4.68E-08,1.29726107,1148.X.50,0.14736838,1.12423474,0.14736838,0.9575617,1.42737496,2.90924018,0.01459093,0.22619523,-0.4724063,278166.667,1.99E-05
Photoacc,2,1148,fswK,Rice,50,24,A,R,0.678,0.5305,277.076335,1.93822522,257.469977,8.07267212,1.78E-10,1.72336629,0.12241165,2.02E-07,150.065799,83.0324092,1.43494783,8946.91394,379.569033,11298.3026,1664.36547,10135.7259,0.35853499,53.5461415,18053333.3,TypeI,5.65E-07,244.630296,NA,1715700.77,24.4630296,0.23060914,0.76939086,R,0.19020281,52.1173333,4.5739809,11.2039193,7.4635,0.92088837,2.25570661,6.87938103,0.11845863,6.17374813,1.08E-08,4.69383755,1148.R.50,0.5332182,0.26018215,0.5332182,1.04045435,5.72385461,1.2715995,0.05279388,0.36865764,-0.4562892,1492700,0.00010655
Photoacc,2,1148,fswK,Rice,50,24,B,R,0.682,0.5285,272.186007,1.92203093,252.917031,8.64740522,3.57E-10,1.70296763,0.13281402,4.35E-07,149.869938,81.9981346,1.41707372,9169.78696,532.64789,10656.9457,2584.16574,10127.6689,0.34244798,44.4455181,18053333.3,TypeI,4.48E-07,194.066108,NA,1758.82867,19.4066108,0.28627877,0.71372123,R,0.18098376,52.1173333,4.5739809,11.2039193,7.4635,0.92088837,2.25570661,6.57071182,0.1117342,5.82328837,8.60E-09,3.72363849,1148.R.50,0.42300395,0.20630372,0.42300395,1.27467997,6.10037052,1.61137976,0.04188158,0.29245745,-0.5709377,1492700,0.00010655
Photoacc,2,1148,fswK,Rice,50,24,C,R,0.707,0.5305,277.494971,1.84687351,257.534775,9.93830862,1.22E-09,1.58464443,0.12907719,6.50E-07,163.755577,76.7635105,1.3266101,9244.7515,728.741419,10988.6155,1928.38932,10536.3081,0.35076718,52.5197279,18053333.3,TypeI,5.45E-07,236.121891,NA,1950.88065,23.6121891,0.25102072,0.74897928,R,0.18608199,52.1173333,4.5739809,11.2039193,7.4635,0.92088837,2.25570661,6.73033629,0.10714239,5.58397541,1.05E-08,4.53058275,1148.R.50,0.51467252,0.25097217,0.51467252,1.1364636,6.59561571,1.37304787,0.05095767,0.35583548,-0.4964616,1492700,0.00010655
Photoacc,2,1150,fswK,Xenic,50,24,A,X,0.48929,0.44,396.113941,2.34936449,376.410301,8.43E+00,7.11E-12,2.23941041,1.04E-01,4.93E-09,168.084554,108.780695,1.87992404,7934.23601,267.367459,8792.108,1700.28146,7057.25505,0.24445121,6.0927915,487142.857,TypeII,5.83E-07,6.81685365,NA,51.2005521,0.68168537,0.8785622,0.1214378,X,0.10755853,14.611,1.05714802,2.58947323,1.72083333,0.22978634,0.56285928,16.730628,0.37742772,5.51459637,3.99E-08,0.46655627,1150.X.50,0.05300062,0.95763466,0.05300062,1.13675137,1.29638068,9.23177901,0.00524759,0.04455544,-0.9089386,344166.667,2.46E-05
Photoacc,2,1150,fswK,Xenic,50,24,B,X,0.54071,0.462,413.238488,2.41047649,389.251847,9.21E+00,1.16E-11,2.31365768,1.14E-01,7.94E-09,168.240898,112.393214,1.9423548,7817.08086,324.157939,8853.99821,1614.95611,7363.50236,0.24782966,7.16211816,487142.857,TypeII,8.61E-07,10.0645025,NA,49.7757156,1.00645025,0.84525017,0.15474983,X,0.1144973,14.611,1.05714802,2.58947323,1.72083333,0.22978634,0.56285928,16.9618547,0.39535128,5.77647753,5.89E-08,0.68883051,1150.X.50,0.07825089,1.41427691,0.07825089,1.14169663,1.36766979,6.90995339,0.00774761,0.0657823,-0.8783409,344166.667,2.46E-05
Photoacc,2,1150,fswK,Xenic,50,24,C,X,0.63546,0.471,433.429575,2.5301264,415.051812,7.70E+00,1.31E-12,2.46409245,9.51E-02,9.14E-10,168.440033,119.709054,2.06878554,7874.76308,288.575846,9060.07161,1725.193,7342.79203,0.25907876,6.58450378,487142.857,TypeII,5.99E-07,7.00545053,NA,50.4895276,0.70054505,0.88577985,0.11422015,X,0.1220261,14.611,1.05714802,2.58947323,1.72083333,0.22978634,0.56285928,17.7317613,0.44019854,6.43174081,4.10E-08,0.47946414,1150.X.50,0.05446695,0.98391623,0.05446695,1.28462571,1.4435759,11.666892,0.00539277,0.04578812,-0.9279449,344166.667,2.46E-05
Photoacc,2,1150,fswK,Rice,50,24,A,R,0.71829,0.52,507.194266,2.6575951,494.486174,1.10E+01,0,2.50336241,9.96E-02,1.53E-09,197.592588,122.530223,2.11754035,9341.63122,659.105729,11818.9486,3096.92364,12889.6912,0.37191074,33.9939398,13516666.7,TypeI,7.11E-07,230.589445,9.80964103,1415.99106,23.0589445,0.32833837,0.67166164,R,0.19339358,31.9946667,2.35804714,5.77601228,4.1745,0.18622222,0.45614943,11.624148,0.29537523,9.45043196,2.22E-08,7.20712133,1150.R.50,0.8187263,0.53333889,0.8187263,0.6447258,2.43178822,0.87732615,0.08106201,0.62128446,-0.1350507,834900,5.96E-05
Photoacc,2,1150,fswK,Rice,50,24,B,R,0.76226,0.5275,495.287177,2.54807532,482.074493,9.34E+00,0,2.47347157,8.74E-02,6.62E-10,195.011748,120.98715,2.09087331,8887.83395,481.10897,11285.0512,2915.24316,12085.4964,0.35679737,31.4260758,13516666.7,TypeI,6.47E-07,210.035775,8.45808228,1500.69825,21.0035775,0.33812125,0.66187875,R,0.18821061,31.9946667,2.35804714,5.77601228,4.1745,0.18622222,0.45614943,11.1517764,0.27980342,8.95221713,2.02E-08,6.56471208,1150.R.50,0.74574885,0.48533089,0.74574885,0.74326782,2.72426978,1.02214036,0.07383652,0.56590606,-0.2575944,834900,5.96E-05
Photoacc,2,1150,fswK,Rice,50,24,C,R,0.79511,0.525,500.986453,2.51372998,488.781011,1.08E+01,0,2.39845988,9.23E-02,2.00E-09,203.855173,117.545431,2.03139427,9408.20105,571.292692,11443.8353,3363.71194,12479.8232,0.36129217,26.6650781,13516666.7,TypeII,5.38E-07,174.521118,9.95148568,1486.13665,17.4521118,0.32966369,0.67033631,R,0.18967839,31.9946667,2.35804714,5.77601228,4.1745,0.18622222,0.45614943,11.2922624,0.27526844,8.80712213,1.68E-08,5.45469405,1150.R.50,0.61965122,0.40356726,0.61965122,0.88847081,2.88848946,1.28315733,0.06135161,0.47021779,-0.4086129,834900,5.96E-05
Photoacc,2,1148,fswK,Xenic,75,24,A,X,0.424,0.539,274.921714,1.86501834,261.013421,5.72999645,5.92E-12,1.7817948,0.09092188,1.09E-08,146.489047,123.065045,2.12678304,7984.04681,530.47933,8209.25512,906.325069,7945.72776,0.28138094,9.4668495,1157916.67,TypeI,6.83E-07,18.9677344,2.47643998,150672.874,1.89677344,0.79446569,0.20553431,X,0.15166433,21.5613333,1.77988482,4.35980961,1.39083333,0.27868051,0.68262506,13.0502569,0.33306078,7.18123452,3.17E-08,0.87971064,1148.X.75,0.0999348,0.76024983,0.0999348,0.97957119,1.27349128,4.24426717,0.00989453,0.1533896,-0.63836,278166.667,1.99E-05
Photoacc,2,1148,fswK,Xenic,75,24,B,X,0.419,0.542,276.736432,1.82940643,263.424947,5.95482489,7.70E-12,1.73166936,0.08845959,1.10E-08,152.121966,120.283621,2.07871508,7991.7667,568.429829,8247.99856,902.715193,8217.80993,0.28407631,8.25504172,1157916.67,TypeI,5.64E-07,15.6660261,1.68296964,112.749563,1.56660261,0.80559128,0.19440872,X,0.15396936,21.5613333,1.77988482,4.35980961,1.39083333,0.27868051,0.68262506,13.1752665,0.3286515,7.08616455,2.62E-08,0.72657965,1148.X.75,0.08253918,0.62779049,0.08253918,1.01906493,1.27499798,5.07674062,0.0081722,0.12668911,-0.697661,278166.667,1.99E-05
Photoacc,2,1148,fswK,Xenic,75,24,C,X,0.397,0.514,303.45636,2.05006214,283.593339,7.91987413,5.11E-11,1.86820367,0.11809125,7.10E-08,151.800011,129.727402,2.24192042,7772.67537,659.883392,8382.2666,917.879725,8287.62492,0.29341731,9.90215557,1157916.67,TypeI,5.75E-07,15.9671816,1.98446962,119.965619,1.59671816,0.83541434,0.16458566,X,0.1508165,21.5613333,1.77988482,4.35980961,1.39083333,0.27868051,0.68262506,13.6084954,0.36610996,7.89381899,2.67E-08,0.74054704,1148.X.75,0.08412587,0.64003463,0.08412587,0.88233759,1.08508382,4.72220978,0.00832929,0.12912452,-0.6749622,278166.667,1.99E-05
Photoacc,2,1148,fswK,Rice,75,24,A,R,0.657,0.5235,315.373742,2.06332695,293.435086,10.1672045,3.79E-10,1.80253591,0.13459703,4.17E-07,162.47033,126.223453,2.18136595,8809.91281,368.305187,10826.7177,1000.15351,NA,0.34670633,14.2416208,18053333.3,TypeI,8.57E-07,371.389052,15.3314806,2156.01345,37.1389052,0.1679223,0.8320777,R,0.18150076,52.1173333,4.5739809,11.2039193,7.4635,0.92088837,2.25570661,6.65241886,0.17413632,9.07552063,1.64E-08,7.12601794,1148.R.75,0.80951299,0.39464797,0.80951299,0.6680328,3.77353788,0.81173497,0.0801498,0.55968298,-0.1482659,1492700,0.00010655
Photoacc,2,1148,fswK,Rice,75,24,B,R,0.677,0.5255,319.302563,1.96754815,299.148511,11.264262,8.47E-10,1.70801293,0.12692012,3.02E-07,175.443108,120.456044,2.08169484,8887.43942,411.384696,10832.4734,1094.51665,NA,0.3468507,13.8569336,18053333.3,TypeI,8.93E-07,387.075609,16.1889855,1917.40906,38.7075609,0.14209714,0.85790286,R,0.18227004,52.1173333,4.5739809,11.2039193,7.4635,0.92088837,2.25570661,6.65518897,0.16624887,8.66444782,1.71E-08,7.42700335,1148.R.75,0.84370482,0.41122595,0.84370482,0.67035747,4.07238856,0.80244889,0.08353513,0.5833226,-0.1384095,1492700,0.00010655
Photoacc,2,1148,fswK,Rice,75,24,C,R,0.688,0.517,330.556851,2.13420109,308.1529,10.0172263,1.97E-10,1.9130714,0.13430939,2.28E-07,161.221708,133.518815,2.30744278,8997.30465,318.078191,10941.4858,1476.06054,NA,0.34958504,12.9579821,18053333.3,TypeI,8.27E-07,358.116385,15.2691363,1876.14719,35.8116385,0.14701421,0.85298579,R,0.18073546,52.1173333,4.5739809,11.2039193,7.4635,0.92088837,2.25570661,6.70765392,0.18573033,9.67976957,1.59E-08,6.87134898,1148.R.75,0.78058269,0.38083299,0.78058269,0.71178799,3.70327235,0.88114944,0.07728541,0.53968108,-0.2153631,1492700,0.00010655
Photoacc,2,1150,fswK,Xenic,75,24,A,X,0.5532,0.481,424.418566,2.61707167,400.537331,8.88E+00,6.47E-12,2.49554773,1.20E-01,6.35E-09,160.500769,174.636298,3.01802607,7727.57539,413.230525,7422.94964,1256.13102,6729.22088,0.16971179,7.85652559,487142.857,TypeII,1.77E-06,20.7285591,0.42979865,49.1121189,2.07285591,0.73168225,0.26831775,X,0.08163137,14.611,1.05714802,2.58947323,1.72083333,0.22978634,0.56285928,11.6153436,0.42066492,6.14633511,1.21E-07,1.41869544,1150.X.75,0.16116328,2.90739854,0.16116328,0.95079614,1.31506094,3.4325438,0.01595676,0.13548332,-0.7550916,344166.667,2.46E-05
Photoacc,2,1150,fswK,Xenic,75,24,B,X,0.48143,0.498,408.599439,2.47334572,386.553107,8.53E+00,6.22E-12,2.37310674,1.12E-01,5.48E-09,162.889052,166.387757,2.87547661,7703.2407,263.080763,7358.69461,1353.49009,6675.26649,0.16620424,7.93796655,487142.857,TypeII,1.36E-06,15.8567298,0.51024605,49.3906586,1.58567298,0.79749277,0.20250723,X,0.08276971,14.611,1.05714802,2.58947323,1.72083333,0.22978634,0.56285928,11.3752817,0.39251228,5.73499689,9.31E-08,1.08525972,1150.X.75,0.1232851,2.23393334,0.1232851,0.93337039,1.22653488,3.90501363,0.01220645,0.1036407,-0.7847232,344166.667,2.46E-05
Photoacc,2,1150,fswK,Xenic,75,24,C,X,0.51868,0.504,389.278212,2.43910333,372.05873,7.38E+00,2.39E-12,2.39624548,1.06E-01,3.01E-09,155.267369,166.932758,2.88489521,7848.84588,336.708256,7296.27787,1378.24172,6679.4305,0.16279705,6.71695546,487142.857,TypeII,1.19E-06,13.8906102,0.37107452,53.5512011,1.38906102,0.79063766,0.20936234,X,0.08204971,14.611,1.05714802,2.58947323,1.72083333,0.22978634,0.56285928,11.1420878,0.38572507,5.63582898,8.14E-08,0.95069538,1150.X.75,0.10799864,1.95469167,0.10799864,1.05054708,1.34468833,4.802653,0.01069293,0.09079001,-0.8249595,344166.667,2.46E-05
Photoacc,2,1150,fswK,Rice,75,24,A,R,0.77202,0.506,520.439079,2.75341902,507.740198,1.14E+01,0,2.54284825,1.02E-01,2.46E-09,198.996174,181.93019,3.14407751,9009.86103,884.941472,9808.9004,1025.12546,NA,0.31501103,26.6600711,13516666.7,TypeI,9.53E-07,309.155913,13.0219626,1254.23227,30.9155913,0.32947296,0.67052704,R,0.15939558,31.9946667,2.35804714,5.77601228,4.1745,0.18622222,0.45614943,9.84573567,0.37146907,11.8850292,2.98E-08,9.66273275,1150.R.75,1.09768285,0.71486914,1.09768285,0.52548684,2.07828876,0.7033179,0.10868147,0.8329686,0.07894692,834900,5.96E-05
Photoacc,2,1150,fswK,Rice,75,24,B,R,0.78798,0.508,497.832599,2.67708406,483.244634,1.11E+01,0,2.46540021,1.04E-01,5.71E-09,195.228772,176.306466,3.04688955,8975.82414,712.73182,10078.0952,632.988894,NA,0.3226313,25.3968484,13516666.7,TypeI,8.58E-07,278.417152,11.4199615,1285.16258,27.8417152,0.35275244,0.64724756,R,0.1638967,31.9946667,2.35804714,5.77601228,4.1745,0.18622222,0.45614943,10.0839087,0.36869467,11.7962632,2.68E-08,8.70198634,1150.R.75,0.98854241,0.64360727,0.98854241,0.58057653,2.13721558,0.79711299,0.09787549,0.75014818,-0.0480111,834900,5.96E-05
Photoacc,2,1150,fswK,Rice,75,24,C,R,0.77012,0.5095,522.709392,2.67128083,512.213073,1.31E+01,0,2.42382746,1.02E-01,2.70E-09,211.2371,174.432517,3.01450439,9231.97763,658.806063,9864.2736,679.244088,NA,0.31657852,26.9594534,13516666.7,TypeI,7.88E-07,255.584968,10.7169707,1230.57342,25.5584968,0.39824483,0.60175517,R,0.16129675,31.9946667,2.35804714,5.77601228,4.1745,0.18622222,0.45614943,9.89472775,0.3579324,11.4519279,2.46E-08,7.98836165,1150.R.75,0.90747491,0.59109852,0.90747491,0.60859455,2.15157945,0.84864054,0.089849,0.6886307,-0.1058138,834900,5.96E-05
Photoacc,2,1148,fswK,Xenic,100,24,A,X,0.50695,0.54,369.186433,2.25148,347.881345,13.0781052,7.25E-10,1.91443689,0.13953044,2.44E-07,181.714711,174.203286,3.01054287,7835.0283,456.99014,8392.21447,1424.11705,NA,0.29410938,10.105627,1157916.67,TypeII,9.34E-07,25.9572509,0.68934635,131.497833,2.59572509,0.7819098,0.2180902,X,0.15881906,21.5613333,1.77988482,4.35980961,1.39083333,0.27868051,0.68262506,13.6405932,0.49278709,10.6251467,4.33E-08,1.20387967,1148.X.100,0.13676028,1.03963886,0.13676028,0.80526109,1.02874043,3.70685105,0.01354062,0.20991291,-0.5859298,278166.667,1.99E-05
Photoacc,2,1148,fswK,Xenic,100,24,B,X,0.46432,0.542,346.512615,2.19678588,325.67745,11.353845,3.70E-10,1.88934599,0.13415133,1.95E-07,172.375759,170.250635,2.94223402,7998.77966,494.970905,8337.03697,1304.12123,NA,0.29027069,9.24328011,1157916.67,TypeI,6.04E-07,16.7897681,0.92266642,99.0740195,1.67897681,0.84182837,0.15817163,X,0.15732672,21.5613333,1.77988482,4.35980961,1.39083333,0.27868051,0.68262506,13.4625576,0.47531994,10.2485317,2.80E-08,0.77869804,1148.X.100,0.08845981,0.67231464,0.08845981,0.82358404,0.97685782,5.24893744,0.0087584,0.13577667,-0.7075795,278166.667,1.99E-05
Photoacc,2,1148,fswK,Xenic,100,24,C,X,0.46771,0.529,355.560986,2.2539795,329.413167,11.1869665,2.93E-10,1.94045146,0.13606022,1.75E-07,169.761097,174.332515,3.01277618,7722.8252,552.411991,8204.65069,1418.99665,NA,0.28106061,8.28893545,1157916.67,TypeI,1.50E-07,4.15647151,0.83081672,129.129452,0.41564715,0.95170566,0.04829434,X,0.14868106,21.5613333,1.77988482,4.35980961,1.39083333,0.27868051,0.68262506,13.0354003,0.47127292,10.1612726,6.96E-09,0.19277433,1148.X.100,0.02189909,0.16696556,0.02189909,0.94837093,0.99243979,21.3575067,0.00216823,0.03361284,-0.9281332,278166.667,1.99E-05
Photoacc,2,1148,fswK,Rice,100,24,A,R,0.73701,0.515,298.454463,1.97398239,277.687951,10.1451735,5.57E-10,1.72527735,0.13551953,6.21E-07,160.676168,152.151167,2.62944299,8971.54824,345.187817,9983.12692,1466.6205,NA,0.32554673,33.3471118,18053333.3,TypeI,7.61E-07,329.711153,14.6494769,3824.33067,32.9711153,0.26009374,0.73990627,R,0.16765657,52.1173333,4.5739809,11.2039193,7.4635,0.92088837,2.25570661,6.24641952,0.19709525,10.2720788,1.46E-08,6.32632431,1148.R.100,0.71866809,0.35044003,0.71866809,0.804804,3.73935955,1.02552209,0.07115526,0.49687442,-0.325824,1492700,0.00010655
