ExptGroup,Expt,Strain,Media,Bact,Light,Temp,Rep,Bact.short,Growth.Rate,Fv.Fm,P.est,a.est,Pmax,Pmax.err,Pmax.p,a,a.err,a.p,Ek,P_I,P_I.C,FSC.mean,FSC.stdev,REDF.mean,REDF.stdev,REDF.samedayaschl,chl.percell,TotC.perday,Base.Bact,Best.fit,Best.a,Best.g,Max.Rate.Scaled,Max.YellowF.Scaled,graz.rate.C,prop.C.phot,prop.C.het,Bact.short.2,Active.Chl,C.perOch,C.perOch.se,C.perOch.sd,N.perOch,N.perOch.se,N.perOch.sd,chl.to.C,P_I.perC,P_I.percell,attack.per.C,graz.per.C,Strain.Bact.Light,C.from.grazing,attack.per.C.scaled,C.from.grazing.perCperday,CUE,C.eff.phot,C.eff.phag,N.from.grazing.perCperday,N.from.grazing.perNperday,N.deficit,TotalNinOch.pgNpermL,TotalNinOch.molperL
Photoacc,1,590,fswK,Xenic,25,24,A,X,0.4215,0.516,263.674489,1.82121408,240.521529,8.24E+00,3.16E-10,1.61418071,1.27E-01,4.67E-07,149.00533,39.9800752,0.69092686,7948.50522,167.42043,10968.5925,514.886886,10869.8048,0.43521371,12.254552,1610666.67,TypeII,1.11E-06,42.7233098,1.29635675,151.591804,4.27233098,0.55773632,0.44226368,X,0.22457028,13.5833333,2.0402782,4.99764051,0.9564,0.19150159,0.42821058,32.0402733,0.26564983,3.60841014,8.17E-08,3.14527434,590.X.25,0.357302,1.96122699,0.357302,0.67661733,1.58667523,1.17967435,0.03537644,0.50243613,0.19201928,191280,1.37E-05
Photoacc,1,590,fswK,Xenic,25,24,B,X,0.4444,0.496,259.280003,1.73362309,233.968219,7.44E+00,1.63E-10,1.59893851,1.18E-01,2.78E-07,146.327215,39.589013,0.68416861,7859.71171,151.354609,11126.5629,579.324914,11154.6284,0.44627899,13.1891443,1610666.67,TypeII,1.11E-06,42.9130036,1.51114422,162.331081,4.29130036,0.54998954,0.45001046,X,0.22135438,13.5833333,2.0402782,4.99764051,0.9564,0.19150159,0.42821058,32.8548951,0.26973946,3.66396094,8.17E-08,3.15923953,590.X.25,0.35888844,1.96122699,0.35888844,0.7069365,1.64751574,1.23826782,0.03553351,0.50466697,0.13561425,191280,1.37E-05
Photoacc,1,590,fswK,Xenic,25,24,C,X,0.3516,0.51,240.366597,1.59112212,229.315783,6.51E+00,5.95E-11,1.4962793,9.55E-02,7.71E-08,153.257338,37.0786822,0.64078563,7769.94837,198.875053,11130.9875,885.104858,11600.174,0.44658892,11.7828539,1610666.67,TypeII,1.01E-06,39.0001118,1.30959998,167575.866,3.90001118,0.55809034,0.44190966,X,0.22776035,13.5833333,2.0402782,4.99764051,0.9564,0.19150159,0.42821058,32.8777118,0.25281078,3.43401312,7.44E-08,2.87117387,590.X.25,0.32616428,1.78453988,0.32616428,0.60728004,1.39076347,1.07798437,0.03229349,0.45865045,0.30446657,191280,1.37E-05
Photoacc,1,590,fswK,Rice,25,24,A,R,0.6428,0.519,406.540196,2.2032678,388.14271,1.06E+01,4.16E-11,2.01674439,0.10070871,8.98E-09,192.460042,50.1369353,0.86645549,9019.84638,589.742676,16091.3342,497.602331,11952.8,0.45055635,51.3747772,27424242.4,TypeI,5.50E-07,362.02582,14.9120417,36889.7527,36.202582,0.12916684,0.87083316,R,0.23383875,28.6046667,4.43700514,10.8683986,4.87216667,0.799343,1.95798247,15.7511485,0.16377203,4.68464428,1.92E-08,12.6561803,590.R.25,1.43773738,0.46146316,1.43773738,0.40137135,3.92496818,0.44709139,0.14235024,0.83574338,0.30016083,974433.333,6.96E-05
Photoacc,1,590,fswK,Rice,25,24,B,R,0.6066,0.514,421.565423,2.24954868,408.204356,1.16E+01,5.85E-11,1.98608054,9.59E-02,6.70E-09,205.53263,49.4085848,0.85386829,9101.62512,488.043287,16242.9316,1972.5237,11975.92,0.45400388,49.1007231,27424242.4,TypeI,5.21E-07,343.017511,14.3768749,39687.2608,34.3017511,0.13865404,0.86134596,R,0.23335799,28.6046667,4.43700514,10.8683986,4.87216667,0.799343,1.95798247,15.8716717,0.16262781,4.65191421,1.82E-08,11.9916626,590.R.25,1.36224841,0.43713147,1.36224841,0.39780278,3.72998943,0.44529323,0.13487608,0.79186235,0.30541105,974433.333,6.96E-05
Photoacc,1,590,fswK,Rice,25,24,C,R,0.6051,0.512,391.854165,2.10800412,380.925365,1.13E+01,8.52E-11,1.85040851,0.09307115,9.57E-09,205.860146,46.0341299,0.79555171,8953.69423,518.194613,15114.6806,255.237966,11817.77,0.42834595,49.7753684,27424242.4,TypeI,5.31E-07,349.644175,14.5947642,711682.976,34.9644175,0.13282702,0.86717298,R,0.21931313,28.6046667,4.43700514,10.8683986,4.87216667,0.799343,1.95798247,14.9746877,0.14295766,4.08925621,1.86E-08,12.2233263,590.R.25,1.38856533,0.44552171,1.38856533,0.39509691,4.23272178,0.43577352,0.13748172,0.80716012,0.33392848,974433.333,6.96E-05
Photoacc,1,1392,fswK,Xenic,25,24,A,X,0.5353,0.425,429.813558,2.71372739,415.213864,5.77E+00,9.83E-14,2.72079703,0.08528716,1.44E-10,152.607438,67.4179114,1.16510151,7549.54336,245.817939,11807.6361,738.6148,11475.6493,0.4823173,9.80774168,1288571.43,TypeII,8.27E-07,25.5714228,1.34813659,147.187368,2.55714228,0.72691074,0.27308926,X,0.20498485,17.5228333,1.31282681,3.2157558,2.22616667,0.38658698,0.94694085,27.5250751,0.38483408,6.74338343,4.72E-08,1.4593201,1392.X.25,0.16577822,1.13269353,0.16577822,0.97219041,1.39098908,3.22901282,0.01641369,0.1291971,-0.7586454,445233.333,3.18E-05
Photoacc,1,1392,fswK,Xenic,25,24,B,X,0.381,0.443,393.262614,2.6043169,375.888089,4.51E+00,2.62E-14,2.65825264,0.07607801,6.36E-11,141.4042,65.7724439,1.13666491,7430.19309,173.372536,12016.4989,473.761201,12182.7932,0.49441719,7.9316149,1288571.43,TypeI,3.63E-07,11.2169329,2.38377848,143.29384,1.12169329,0.85512342,0.14487658,X,0.21902682,17.5228333,1.31282681,3.2157558,2.22616667,0.38658698,0.94694085,28.2155965,0.38486014,6.74384008,2.07E-08,0.64013238,1392.X.25,0.0727188,0.49717987,0.0727188,0.83264322,0.98997002,5.23936039,0.00719988,0.05667245,-0.8512534,445233.333,3.18E-05
Photoacc,1,1392,fswK,Xenic,25,24,C,X,0.3723,0.429,399.913634,2.53911122,382.867667,5.84E+00,2.25E-13,2.55241811,0.08887581,3.66E-10,150.00194,63.226122,1.09265993,7349.85501,208.587482,11897.0471,445.712614,12028.5429,0.48749708,8.35286853,1288571.43,TypeI,5.60E-07,17.3245232,3.1056067,148.476235,1.73245232,0.78504995,0.21495005,X,0.20913625,17.5228333,1.31282681,3.2157558,2.22616667,0.38658698,0.94694085,27.8206767,0.36478246,6.39202232,3.20E-08,0.98868276,1392.X.25,0.11231399,0.76699925,0.11231399,0.78034535,1.02060827,3.314814,0.0111202,0.08753045,-0.7648927,445233.333,3.18E-05
Photoacc,1,1392,fswK,Rice,25,24,A,R,0.7434,0.507,579.31034,2.75494436,572.956668,1.56E+01,4.10E-11,2.50389595,0.10216807,1.50E-09,228.826069,62.3495222,1.07751073,9105.75268,243.150567,9188.30895,400.766353,12832.37,0.32964882,29.6140261,32710000,TypeI,3.44E-07,269.890867,12.8191884,2156.427,26.9890867,0.16775333,0.83224667,R,0.16713195,20.334,2.57085444,6.29728157,3.98916667,0.71040085,1.74011958,16.2117057,0.20961944,4.26240171,1.69E-08,13.2728862,1392.R.25,1.50779494,0.40601947,1.50779494,0.43286001,3.54642679,0.49303787,0.14928663,0.7609595,0.02362053,797833.333,5.69E-05
Photoacc,1,1392,fswK,Rice,25,24,B,R,0.7836,0.495,575.941297,2.71642365,575.437126,1.37E+01,1.12E-10,2.48646109,0.09516094,4.94E-09,231.428164,61.9208552,1.0701026,9064.17355,238.785785,10102.8302,678.914916,12891.87,0.34898167,35.8496629,32710000,TypeI,4.35E-07,341.517826,13.7973812,2082.48502,34.1517826,0.13346449,0.86653551,R,0.17274593,20.334,2.57085444,6.29728157,3.98916667,0.71040085,1.74011958,17.1624701,0.22038725,4.48135425,2.14E-08,16.795408,1392.R.25,1.9079521,0.51342579,1.9079521,0.36817437,3.55555967,0.41070213,0.18890615,0.9629123,0.22883141,797833.333,5.69E-05
Photoacc,1,1392,fswK,Rice,25,24,C,R,0.7975,0.511,566.269142,2.74816907,556.620952,1.45E+01,2.68E-11,2.50793739,1.01E-01,1.38E-09,221.943719,62.4346005,1.07898103,9175.89258,182.526545,9936.21602,447.373068,12789.85,0.34545947,33.3371587,32710000,TypeI,4.07E-07,319.646147,12.8961311,1801.73211,31.9646147,0.12833621,0.87166379,R,0.17652979,20.334,2.57085444,6.29728157,3.98916667,0.71040085,1.74011958,16.9892528,0.21997298,4.47293054,2.00E-08,15.7197869,1392.R.25,1.78576195,0.48037769,1.78576195,0.39760987,3.6254453,0.44658808,0.17680811,0.90124492,0.13008767,797833.333,5.69E-05
Photoacc,1,590,fswK,Xenic,75,24,A,X,0.5366,0.486,324.241226,2.04711081,306.656059,9.98E+00,2.00E-10,1.76141799,1.16E-01,9.90E-08,174.096133,124.498287,2.15155201,7939.21525,120.74619,8632.64331,587.342181,8315.0385,0.27158854,11.6080047,1610666.67,TypeII,1.27E-06,49.262525,1.68170684,53941.2048,4.9262525,0.58412142,0.41587858,X,0.13199203,13.5833333,2.0402782,4.99764051,0.9564,0.19150159,0.42821058,19.9942481,0.51622398,7.01204233,9.35E-08,3.62668896,590.X.75,0.41199052,2.24392638,0.41199052,0.57809914,1.03947129,1.30245716,0.04079114,0.57933883,0.07964746,191280,1.37E-05
Photoacc,1,590,fswK,Xenic,75,24,B,X,0.5263,0.538,282.470666,1.67203092,267.930974,9.10E+00,2.93E-10,1.43809403,9.24E-02,8.18E-08,186.309775,102.38535,1.76940109,7892.30833,114.120856,8680.84044,502.158006,8280.10557,0.27496458,10.6951801,1610666.67,TypeII,1.38E-06,53.4891459,1.82651666,43710.9615,5.34891459,0.51153479,0.48846522,X,0.14793094,13.5833333,2.0402782,4.99764051,0.9564,0.19150159,0.42821058,20.242791,0.4298114,5.83827148,1.02E-07,3.93785124,590.X.75,0.44733844,2.43828221,0.44733844,0.60001151,1.22449056,1.17651415,0.04429093,0.62904488,0.19522113,191280,1.37E-05
Photoacc,1,590,fswK,Xenic,75,24,C,X,0.5187,0.532,303.908821,1.6840855,292.101651,1.02E+01,3.72E-10,1.4299426,0.0855805,4.41E-08,204.275089,102.673163,1.77437501,7921.52579,98.1313456,8899.80898,509.799413,8632.75745,0.29030257,10.8753815,1610666.67,TypeII,1.32E-06,50.8866808,1.7930579,131.01292,5.08866808,0.5438247,0.4561753,X,0.15444097,13.5833333,2.0402782,4.99764051,0.9564,0.19150159,0.42821058,21.3719682,0.45506264,6.18126746,9.72E-08,3.74625871,590.X.75,0.4255736,2.33226994,0.4255736,0.58900597,1.13984309,1.21882561,0.042136,0.59843928,0.15372909,191280,1.37E-05
Photoacc,1,590,fswK,Rice,75,24,A,R,0.7727,0.529,389.203511,1.95128215,377.740361,1.41E+01,6.72E-10,1.67536081,9.53E-02,2.82E-08,225.468065,121.213913,2.09479218,8292.91183,204.970644,11007.5241,437.82506,10497.39,0.33494374,29.869894,27424242.4,TypeI,5.35E-07,352.122551,14.2006591,1746.1758,35.2122551,0.20695225,0.79304775,R,0.17718524,28.6046667,4.43700514,10.8683986,4.87216667,0.799343,1.95798247,11.709409,0.29434534,8.41965037,1.87E-08,12.3099687,590.R.75,1.39840787,0.44887781,1.39840787,0.45647528,2.62514771,0.55255696,0.13845622,0.8128815,0.05200142,974433.333,6.96E-05
Photoacc,1,590,fswK,Rice,75,24,B,R,0.7677,0.521,379.199017,1.86483359,370.331692,1.48E+01,1.29E-09,1.57077485,9.08E-02,3.24E-08,235.763701,113.988694,1.96992753,8365.55845,454.762041,9555.37427,394.062493,10235.98,0.30191992,29.2337236,27424242.4,TypeI,5.63E-07,370.643041,16.6341677,1958.94863,37.0643041,0.177099,0.822901,R,0.15730028,28.6046667,4.43700514,10.8683986,4.87216667,0.799343,1.95798247,10.5549184,0.24950909,7.13712438,1.97E-08,12.9574326,590.R.75,1.47195953,0.47237048,1.47195953,0.44595643,3.0768418,0.52154967,0.14573857,0.8556364,0.11454526,974433.333,6.96E-05
Photoacc,1,590,fswK,Rice,75,24,C,R,0.7822,0.521,399.571681,1.91393086,378.96784,1.97E+01,1.30E-08,1.56302174,0.1129672,2.27E-07,242.458458,113.625424,1.96364958,8272.70962,462.299553,9199.64073,302.795896,9946.644,0.29383007,28.035125,27424242.4,TypeI,4.92E-07,323.516075,12.9295056,1859.22116,32.3516075,0.22053791,0.7794621,R,0.15308547,28.6046667,4.43700514,10.8683986,4.87216667,0.799343,1.95798247,10.2721025,0.24204972,6.92375145,1.72E-08,11.3099054,590.R.75,1.28480105,0.41279978,1.28480105,0.5122963,3.23156751,0.60881021,0.12720803,0.74684291,-0.0452021,974433.333,6.96E-05
Photoacc,1,1392,fswK,Xenic,75,24,A,X,0.5735,0.452,638.659858,2.76406031,649.357418,3.18E+01,7.64E-09,2.32562218,1.29E-01,2.31E-08,279.218794,170.344479,2.9438558,7872.02115,201.611915,9188.68046,744.234525,9235.04109,0.3305953,17.1327831,1288571.43,TypeII,1.18E-06,36.4207559,1.07005715,136.810082,3.64207559,0.77648231,0.22351769,X,0.14942908,17.5228333,1.31282681,3.2157558,2.22616667,0.38658698,0.94694085,18.8665439,0.66648462,11.6786988,6.73E-08,2.07847414,1392.X.75,0.23611389,1.61617699,0.23611389,0.63538771,0.86048498,2.4289126,0.02337761,0.18401228,-0.6791416,445233.333,3.18E-05
Photoacc,1,1392,fswK,Xenic,75,24,B,X,0.4854,0.441,511.142677,2.77498461,489.369963,1.06E+01,5.14E-12,2.6312509,1.08E-01,1.55E-09,185.98377,187.299371,3.23686653,7739.84369,80.8018225,9193.02564,743.453652,9431.30868,0.33084703,18.0522855,1288571.43,TypeII,1.13E-06,35.0916618,1.13815947,135.684648,3.50916618,0.79603298,0.20396702,X,0.14590354,17.5228333,1.31282681,3.2157558,2.22616667,0.38658698,0.94694085,18.8809095,0.73337981,12.8508921,6.45E-08,2.00262487,1392.X.75,0.22749744,1.54769491,0.22749744,0.50516338,0.66186715,2.13365038,0.0225245,0.17729717,-0.6347401,445233.333,3.18E-05
Photoacc,1,1392,fswK,Xenic,75,24,C,X,0.4462,0.438,475.487956,2.76151452,464.815305,1.02E+01,5.78E-12,2.5914212,1.11E-01,2.38E-09,179.366946,183.769379,3.17586197,7548.8081,111.582878,8824.68067,464.190655,9031.9465,0.30950798,15.952339,1288571.43,TypeII,1.13E-06,34.804236,1.12917015,128.562828,3.4804236,0.76984366,0.23015634,X,0.13556449,17.5228333,1.31282681,3.2157558,2.22616667,0.38658698,0.94694085,17.6631239,0.67314772,11.7954553,6.45E-08,1.98622194,1392.X.75,0.22563407,1.54769491,0.22563407,0.49644975,0.66285599,1.9775382,0.02234001,0.17584498,-0.6059055,445233.333,3.18E-05
Photoacc,1,1392,fswK,Rice,75,24,A,R,0.8482,0.504,629.757396,2.8851108,630.108202,1.46E+01,9.04E-11,2.68418261,1.00E-01,4.07E-09,234.748635,194.732618,3.36532626,9482.95606,220.942625,6886.52893,301.386252,10426.98,0.28098953,28.1072637,32710000,TypeI,5.07E-07,397.671183,19.622173,2542.88378,39.7671183,0.24700676,0.75299324,R,0.14161873,20.334,2.57085444,6.29728157,3.98916667,0.71040085,1.74011958,13.8187043,0.55805338,11.3474575,2.49E-08,19.556958,1392.R.75,2.22166315,0.59840661,2.22166315,0.30513903,1.51992628,0.38178605,0.21996665,1.12123714,0.32190184,797833.333,5.69E-05
Photoacc,1,1392,fswK,Rice,75,24,B,R,0.8431,0.501,630.672292,2.90346547,635.974362,1.20E+01,1.77E-11,2.73946802,8.47E-02,9.09E-10,232.152505,198.598461,3.43213491,9822.58496,406.20929,6925.21485,460.352704,9960.3,0.28180735,28.0277585,32710000,TypeI,5.32E-07,417.615225,16.8042626,2164.39411,41.7615225,0.23781701,0.76218299,R,0.14118548,20.334,2.57085444,6.29728157,3.98916667,0.71040085,1.74011958,13.8589234,0.57078834,11.60641,2.62E-08,20.5377803,1392.R.75,2.33308421,0.62791384,2.33308421,0.29033643,1.47707994,0.36136715,0.23099844,1.17746953,0.39659534,797833.333,5.69E-05
Photoacc,1,1392,fswK,Rice,75,24,C,R,0.8582,0.503,653.805143,2.94537043,659.535614,1.55E+01,1.04E-10,2.73780527,1.00E-01,3.50E-09,240.899388,198.948627,3.4381864,9841.5684,152.511712,6073.04432,138.691902,9789.873,0.26379259,24.4056633,32710000,TypeI,4.63E-07,363.233162,18.3996074,2493.46453,36.3233162,0.22674049,0.77325951,R,0.13268767,20.334,2.57085444,6.29728157,3.98916667,0.71040085,1.74011958,12.9729807,0.53524231,10.8836171,2.28E-08,17.8633403,1392.R.75,2.02926882,0.54647389,2.02926882,0.33464468,1.60338596,0.42291095,0.2009177,1.02413886,0.19335686,797833.333,5.69E-05
Photoacc,1,590,fswK,Xenic,150,24,A,X,0.5505,0.511,394.389855,1.82811845,396.676576,1.42E+01,4.81E-10,1.57958546,7.50E-02,5.77E-09,251.127011,212.27383,3.66846962,8466.90177,511.008543,7397.69746,1210.07301,7196.7324,0.18508484,11.7485055,1610666.67,TypeII,1.22E-06,47.2231352,1.7564723,111.967266,4.72231352,0.61966701,0.38033299,X,0.09457836,13.5833333,2.0402782,4.99764051,0.9564,0.19150159,0.42821058,13.6258781,0.59983344,8.14773754,8.98E-08,3.47654983,590.X.150,0.39493477,2.15558282,0.39493477,0.55339525,0.91775477,1.39390108,0.03910245,0.55535513,0.00881949,191280,1.37E-05
Photoacc,1,590,fswK,Xenic,150,24,B,X,0.5954,0.476,354.321069,1.68356352,349.126576,1.02E+01,7.70E-11,1.48694954,0.06298725,2.09E-09,234.793829,196.949885,3.40364458,8303.15673,110.865085,7796.4436,541.754111,7245.53784,0.21301563,14.3361549,1610666.67,TypeII,1.59E-06,61.5535207,2.06498499,141.611781,6.15535207,0.59152384,0.40847616,X,0.10139544,13.5833333,2.0402782,4.99764051,0.9564,0.19150159,0.42821058,15.6821326,0.64051687,8.7003541,1.17E-07,4.53154754,590.X.150,0.51478212,2.80932515,0.51478212,0.51536443,0.92956178,1.15660584,0.05096853,0.72388382,0.21579412,191280,1.37E-05
Photoacc,1,590,fswK,Xenic,150,24,C,X,0.4463,0.465,359.33115,1.7443754,356.795543,1.07E+01,9.78E-11,1.52373682,0.06652736,2.74E-09,234.158248,201.697517,3.48569212,8257.42769,211.094199,7817.86103,497.862422,7377.85991,0.21451585,14.7864104,1610666.67,TypeII,1.71E-06,66.1741279,1.99196323,145.937368,6.61741279,0.56915108,0.43084892,X,0.09974987,13.5833333,2.0402782,4.99764051,0.9564,0.19150159,0.42821058,15.792578,0.66057678,8.97283453,1.26E-07,4.87171494,590.X.150,0.55342501,3.02134969,0.55342501,0.36762714,0.67562169,0.80643266,0.05479456,0.77822324,0.74372225,191280,1.37E-05
Photoacc,1,590,fswK,Rice,150,24,A,R,0.7629,0.513,405.067081,1.89420926,404.862847,1.42E+01,4.03E-10,1.63301462,0.07740734,5.67E-09,247.92359,218.875203,3.7825531,8863.78166,180.899892,8777.78154,856.366954,9401.381,0.28423643,35.0127699,27424242.4,TypeII,3.52E-07,231.832692,12.4607558,1623.23435,23.1832692,0.3323123,0.6676877,R,0.14581329,28.6046667,4.43700514,10.8683986,4.87216667,0.799343,1.95798247,9.93671527,0.45103384,12.9016726,1.23E-08,8.10471574,590.R.150,0.9206927,0.29533643,0.9206927,0.55616042,1.69144737,0.82861524,0.09115769,0.53519011,-0.2984793,974433.333,6.96E-05
Photoacc,1,590,fswK,Rice,150,24,B,R,0.7235,0.508,379.462795,1.86289099,377.555635,1.29E+01,3.20E-10,1.60114099,0.07909839,8.16E-09,235.804115,212.281693,3.66860551,8644.51348,165.914855,7878.71606,354.097378,8755.048,0.26379048,36.0218517,27424242.4,TypeII,3.64E-07,239.738727,12.6530199,1595.24309,23.9738727,0.3297801,0.6702199,R,0.13400557,28.6046667,4.43700514,10.8683986,4.87216667,0.799343,1.95798247,9.22193868,0.40597986,11.6129186,1.27E-08,8.38110543,590.R.150,0.95209046,0.30540471,0.95209046,0.53274119,1.7821081,0.75990678,0.09426638,0.55344134,-0.23505,974433.333,6.96E-05
Photoacc,1,590,fswK,Rice,150,24,C,R,0.7562,0.499,423.338261,1.94950686,423.319943,1.48E+01,3.78E-10,1.70300293,7.98E-02,5.14E-09,248.572645,228.379688,3.94680753,8547.74806,255.807371,7263.55138,585.303284,8564.487,0.24980082,33.3438053,27424242.4,TypeI,4.29E-07,282.078699,11.4048763,1843.96528,28.2078699,0.31033362,0.68966638,R,0.12465061,28.6046667,4.43700514,10.8683986,4.87216667,0.799343,1.95798247,8.73286939,0.41360346,11.830989,1.50E-08,9.86128252,590.R.150,1.12023803,0.35994127,1.12023803,0.49301053,1.82832128,0.67503511,0.11091466,0.65118396,-0.1388734,974433.333,6.96E-05
Photoacc,1,1392,fswK,Xenic,150,24,A,X,0.4777,0.371,572.70047,2.79914851,571.746495,5.41E+00,7.15E-14,2.78539505,5.03E-02,1.26E-11,205.265855,356.501014,6.16097209,7913.91796,392.606736,6666.40592,519.084073,6773.04657,0.18447426,19.4183867,1288571.43,TypeI,9.61E-07,29.7170596,2.41784895,133.955284,2.97170596,0.8292922,0.1707078,X,0.06843995,17.5228333,1.31282681,3.2157558,2.22616667,0.38658698,0.94694085,10.5276502,0.77832671,13.6384892,5.48E-08,1.69590494,1392.X.150,0.19265417,1.3162255,0.19265417,0.49197673,0.61375255,2.47957259,0.01907467,0.15014252,-0.6856971,445233.333,3.18E-05
Photoacc,1,1392,fswK,Xenic,150,24,B,X,0.4598,0.34,549.490795,2.78489535,554.622747,7.85E+00,1.16E-13,2.71205376,6.58E-02,1.45E-11,204.502859,346.746517,5.99239702,7673.67345,196.235072,6524.47695,343.593892,6697.51902,0.176252,19.0799218,1288571.43,TypeII,2.07E-06,64.1452685,2.81027106,147.718796,6.41452685,0.67184763,0.32815237,X,0.05992568,17.5228333,1.31282681,3.2157558,2.22616667,0.38658698,0.94694085,10.0584187,0.72328846,12.6740631,1.18E-07,3.66066762,1392.X.150,0.41585048,2.83515794,0.41585048,0.40363821,0.63570764,1.10568587,0.04117331,0.32408766,-0.2951552,445233.333,3.18E-05
Photoacc,1,1392,fswK,Xenic,150,24,C,X,0.3871,0.36,585.853108,2.92092005,600.685304,8.89E+00,2.55E-12,2.87627816,7.97E-02,3.81E-10,208.841173,369.916205,6.39281046,7478.68025,199.781063,6407.4982,280.522686,6474.57627,0.16947515,20.2542303,1288571.43,TypeII,2.18E-06,67.3132531,1.69956443,141.416074,6.73132531,0.67580868,0.32419132,X,0.06101106,17.5228333,1.31282681,3.2157558,2.22616667,0.38658698,0.94694085,9.67167523,0.74195024,13.0010704,1.24E-07,3.84145941,1392.X.150,0.43638836,2.9858185,0.43638836,0.32851338,0.5217331,0.8870539,0.04320677,0.34009359,-0.1214322,445233.333,3.18E-05
Photoacc,1,1392,fswK,Rice,150,24,A,R,0.6799,0.468,715.664765,2.94038565,745.046142,1.96E+01,2.49E-10,2.70399433,0.09021653,1.67E-09,275.535394,369.771881,6.3903163,9836.91096,170.540071,4856.23498,379.91372,7033.903,0.23806942,60.0411282,32710000,TypeI,4.24E-07,332.523046,16.5749978,2568.46736,33.2523046,0.39339198,0.60660802,R,0.11141649,20.334,2.57085444,6.29728157,3.98916667,0.71040085,1.74011958,11.7079482,0.89780991,18.2560667,2.09E-08,16.3530563,1392.R.150,1.85770111,0.50044261,1.85770111,0.24674189,0.75728725,0.36598998,0.1839308,0.93755144,0.3789549,797833.333,5.69E-05
Photoacc,1,1392,fswK,Rice,150,24,B,R,0.6765,0.469,706.104706,2.89346384,731.30879,2.00E+01,3.39E-10,2.64440885,9.12E-02,2.16E-09,276.549063,361.853014,6.25346418,9943.60608,144.772884,4696.22937,363.194023,7041.067,0.23468692,53.0936418,32710000,TypeI,4.01E-07,314.979504,15.8725226,2779.30426,31.4979504,0.34580709,0.65419291,R,0.11006817,20.334,2.57085444,6.29728157,3.98916667,0.71040085,1.74011958,11.5416015,0.8660999,17.6112753,1.97E-08,15.4902874,1392.R.150,1.75969089,0.47329596,1.75969089,0.25763667,0.78108773,0.38444252,0.17422682,0.88808728,0.3127676,797833.333,5.69E-05
Photoacc,1,1392,fswK,Rice,150,24,C,R,0.6966,0.468,696.058421,2.80793407,729.980803,2.70E+01,3.75E-09,2.49016437,0.10561246,1.11E-08,293.14563,344.01203,5.94514022,9850.53677,85.294094,4534.731,201.035815,7570.92,0.23127287,50.7773578,32710000,TypeI,3.72E-07,292.179534,14.144714,2699.02316,29.2179534,0.36737747,0.63262253,R,0.10823571,20.334,2.57085444,6.29728157,3.98916667,0.71040085,1.74011958,11.3737028,0.8114191,16.4993959,1.83E-08,14.3690142,1392.R.150,1.63231467,0.43906757,1.63231467,0.2850556,0.85849594,0.42675595,0.16161531,0.82380258,0.18260491,797833.333,5.69E-05
Photoacc,2,1148,fswK,Xenic,25,24,A,X,0.364,0.538,214.002294,1.61676732,197.620637,5.8943194,9.21E-11,1.50538243,0.11252107,3.03E-07,131.276036,37.1861037,0.64264206,8190.61801,594.634396,9916.03598,664.620896,10431.9348,0.40012127,4.03115329,1157916.67,TypeII,1.02E-06,28.4316843,1.51972169,121.729277,2.84316843,0.54548785,0.45451215,X,0.21526524,21.5613333,1.77988482,4.35980961,1.39083333,0.27868051,0.68262506,18.5573526,0.14310882,3.08561706,4.73E-08,1.31864221,1148.X.25,0.14979727,1.13536578,0.14979727,1.24217288,2.54240088,2.42888279,0.01483141,0.22992333,-0.3680647,278166.667,1.99E-05
Photoacc,2,1148,fswK,Xenic,25,24,B,X,0.348,0.537,230.946833,1.5323008,211.495828,7.14346865,2.79E-10,1.36171904,0.10227352,3.16E-07,155.31532,33.7519844,0.58329437,8351.19192,527.292178,10170.8292,640.300362,11130.0717,0.41784717,4.63276866,1157916.67,TypeII,1.29E-06,35.7787155,1.14028506,134.95492,3.57787155,0.49613596,0.50386404,X,0.22438393,21.5613333,1.77988482,4.35980961,1.39083333,0.27868051,0.68262506,19.3794678,0.13564721,2.92473478,5.98E-08,1.65939253,1148.X.25,0.18850637,1.43590378,0.18850637,1.07328752,2.56481494,1.84561398,0.018664,0.28933781,-0.1683544,278166.667,1.99E-05
Photoacc,2,1148,fswK,Xenic,25,24,C,X,0.299,0.535,234.653624,1.56150946,223.064061,6.51236783,7.60E-11,1.40842564,0.09002395,7.82E-08,158.378302,34.9210835,0.60349848,8112.94768,568.733569,10810.8573,514.452779,11696.3279,0.46237377,4.47710968,1157916.67,TypeI,1.13E-06,31.3902039,1.54199554,55772.7337,3.13902039,0.54131729,0.45868271,X,0.24736997,21.5613333,1.77988482,4.35980961,1.39083333,0.27868051,0.68262506,21.4445813,0.15530127,3.34850239,5.24E-08,1.45585634,1148.X.25,0.16538474,1.25780719,0.16538474,0.93212673,1.92477502,1.8074219,0.01637473,0.25384849,-0.1507812,278166.667,1.99E-05
